pl_name,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmassprov,discoverymethod
"MOA-2015-BLG-337L b",33.70000000,129.00000000,-23.20000000,6.42000000,,,"Mass","Microlensing"
"WASP-74 b",228.83760000,38.13960000,-38.13960000,15.24424000,1.12090000,-1.12090000,"Mass","Transit"
"TRAPPIST-1 d",0.38800000,0.01200000,-0.01200000,0.78800000,0.01100000,-0.01000000,"Mass","Transit"
"TOI-1648 b",7.40000000,1.10000000,-1.30000000,2.54000000,0.14000000,-0.12000000,"Mass","Transit"
"TOI-5817 b",10.30000000,1.40000000,-1.30000000,3.08000000,0.14000000,-0.14000000,"Mass","Transit"
"Kepler-391 c",450.00000000,,,2.88000000,0.33000000,-0.33000000,"Mass","Transit"
"EPIC 249893012 d",10.18000000,2.46000000,-2.42000000,3.94000000,0.13000000,-0.12000000,"Mass","Transit"
"Kepler-1705 b",4.47000000,0.48000000,-0.43000000,2.03000000,0.12000000,-0.14000000,"Mass","Transit"
"OGLE-2014-BLG-1722L c",83.70000000,86.40000000,-51.20000000,11.00000000,,,"Mass","Microlensing"
"HAT-P-52 b",259.98494000,9.21707000,-9.21707000,11.30988100,0.80704800,-0.80704800,"Mass","Transit"
"HD 154391 b",2892.23850370,889.91953960,-603.87397330,12.50000000,,,"Mass","Radial Velocity"
"TOI-4438 b",5.40000000,1.10000000,-1.10000000,2.52000000,0.13000000,-0.13000000,"Mass","Transit"
"K2-38 c",8.30000000,1.30000000,-1.30000000,2.29000000,0.26000000,-0.26000000,"Mass","Transit"
"KMT-2016-BLG-1337L b",88.99195396,47.67426105,-50.85254512,11.40000000,,,"Mass","Microlensing"
"Kepler-184 c",8.80000000,7.40000000,-5.70000000,1.97000000,1.11000000,-1.11000000,"Mass","Transit"
"XO-6 b",1398.45200000,,,23.20263000,2.46598000,-2.46598000,"Mass","Transit"
"TOI-3912 b",129.03833324,22.56581690,-21.61233168,14.28024141,0.45956821,-0.44835923,"Mass","Transit"
"K2-261 b",68.96876432,7.94571018,-9.21702380,9.26982704,0.36989636,-0.33626942,"Mass","Transit"
"Kepler-128 b",3.79000000,0.76000000,-0.66000000,1.42100000,0.04000000,-0.04000000,"Mass","Transit"
"Lupus-TR-3 b",257.43100000,57.20700000,-57.20700000,9.97600000,0.78500000,-0.78500000,"Mass","Transit"
"HATS-34 b",299.07803000,22.88376000,-22.88376000,16.02887000,2.12971000,-2.12971000,"Mass","Transit"
"TOI-771 b",2.47000000,0.32000000,-0.31000000,1.36000000,0.10000000,-0.10000000,"Mass","Transit"
"MOA-2016-BLG-319L b",200.00000000,369.00000000,-100.00000000,14.10000000,,,"Mass","Microlensing"
"Kepler-104 b",19.60000000,14.50000000,-12.40000000,3.10000000,0.53000000,-0.53000000,"Mass","Transit"
"HAT-P-51 b",97.57332095,6.67439655,-6.35656814,13.50682174,0.19055267,-0.17934369,"Mass","Transit"
"TOI-3894 b",260.61929374,44.49597698,-44.49597698,15.27784069,0.61649394,-0.57165802,"Mass","Transit"
"TIC 183374187 b",177.98390792,60.38739733,-60.38739733,14.03364384,0.78462865,-0.78462865,"Mass","Transit"
"CoRoT-10 b",874.00000000,50.85000000,-50.85000000,10.87000000,0.78000000,-0.78000000,"Mass","Transit"
"TOI-1136 c",6.32000000,1.10000000,-1.30000000,2.87900000,0.06000000,-0.06200000,"Mass","Transit"
"GJ 1061 d",1.67000000,0.17000000,-0.21000000,1.16000000,,,"Mass","Radial Velocity"
"TOI-1249 b",11.90000000,5.20000000,-5.10000000,3.27103010,0.30687428,-0.18737301,"Mass","Transit"
"HD 15337 b",6.51900000,0.40900000,-0.40000000,1.77000000,0.03200000,-0.03000000,"Mass","Transit"
"TOI-969 b",9.10000000,1.00000000,-1.00000000,2.76500000,0.08800000,-0.09700000,"Mass","Transit"
"KMT-2021-BLG-1077L b",69.92224954,98.52680617,-38.13940884,9.86000000,,,"Mass","Microlensing"
"HD 142 c",3464.64746471,406.18470415,-297.80521736,12.40000000,,,"Mass","Radial Velocity"
"HIP 99770 b",5403.08291900,1906.97044200,-1589.14203500,12.20000000,,,"Mass","Imaging"
"KMT-2021-BLG-0852L b",155.73591943,54.03082919,-54.03082919,14.20000000,,,"Mass","Microlensing"
"OGLE-2016-BLG-0613L AB b",1330.00000000,1010.00000000,-772.00000000,13.00000000,,,"Mass","Microlensing"
"Kepler-62 d",14.00000000,,,1.95000000,0.07000000,-0.07000000,"Mass","Transit"
"SR 12 AB c",4131.62000000,2224.72000000,-2224.72000000,12.30000000,,,"Mass","Imaging"
"HD 16175 b",1875.18760130,572.09113260,-317.82840700,12.80000000,,,"Mass","Radial Velocity"
"HR 5183 b",1052.01202717,50.85254512,-38.13940884,13.10000000,,,"Mass","Radial Velocity"
"WASP-36 b",750.39663000,22.24810000,-22.24810000,14.87434300,0.23538900,-0.23538900,"Mass","Transit"
"Kepler-106 d",8.10000000,,,0.95000000,0.13000000,-0.13000000,"Mass","Transit"
"KMT-2017-BLG-0165L b",34.00000000,15.00000000,-12.00000000,6.45000000,,,"Mass","Microlensing"
"HATS-30 b",224.38798000,12.39537000,-12.39537000,13.17057500,0.58286800,-0.58286800,"Mass","Transit"
"K2-136 d",3.00000000,,,1.56500000,0.07700000,-0.07600000,"Mass","Transit"
"TOI-2587 A b",69.28659273,17.16273398,-14.62010672,12.07207221,0.47077719,-0.44835923,"Mass","Transit"
"55 Cnc c",54.47380000,1.74800000,-1.74800000,8.51000000,,,"Mass","Radial Velocity"
"Kepler-60 b",4.19000000,0.56000000,-0.52000000,1.71000000,0.13000000,-0.13000000,"Mass","Transit"
"HD 115954 b",2685.65003915,193.87532827,-146.20106722,12.60000000,,,"Mass","Radial Velocity"
"OGLE-2018-BLG-1119L b",289.22385037,209.76674862,-165.27077164,13.90000000,,,"Mass","Microlensing"
"Kepler-109 c",8.20000000,,,2.65000000,0.12000000,-0.12000000,"Mass","Transit"
"Kepler-48 e",657.00000000,25.00000000,-25.00000000,13.40000000,,,"Mass","Radial Velocity"
"Kepler-101 c",3.78000000,,,1.25000000,0.19000000,-0.17000000,"Mass","Transit"
"TOI-3884 b",32.59000000,7.31000000,-7.38000000,6.43000000,0.20000000,-0.20000000,"Mass","Transit"
"KELT-24 b",1458.83238813,57.20911326,-57.20911326,12.71098411,0.30264248,-0.29143350,"Mass","Transit"
"2MASS J19383260+4603591 b",603.87700000,31.78300000,-31.78300000,13.40000000,,,"Mass","Eclipse Timing Variations"
"Kepler-363 c",66.40000000,71.90000000,-56.60000000,1.69000000,0.27000000,-0.27000000,"Mass","Transit"
"WASP-94 A b",158.91500000,41.31790000,-41.31790000,17.71022000,1.45717000,-1.45717000,"Mass","Transit"
"LHS 1678 c",1.40000000,,,0.94100000,0.05100000,-0.05000000,"Mass","Transit"
"HATS-12 b",759.61370000,27.65121000,-27.65121000,7.76000000,0.47000000,-0.47000000,"Mass","Transit"
"Kepler-450 d",17.60000000,9.50000000,-6.70000000,0.83700000,0.06800000,-0.06800000,"Mass","Transit"
"HD 80606 b",1323.46926959,1.49379351,-1.49379351,11.56766808,0.16813471,-0.16813471,"Mass","Radial Velocity"
"Kepler-432 b",1719.46030000,101.70560000,-57.20940000,12.83430500,0.40352400,-0.43715100,"Mass","Transit"
"Kepler-1656 c",126.40000000,28.90000000,-28.90000000,14.00000000,,,"Mass","Radial Velocity"
"2MASS J01033563-5515561 AB b",4131.79000000,317.83000000,-317.83000000,12.30000000,,,"Mass","Imaging"
"HATS-69 b",183.38791000,,,10.59250500,0.24659800,-0.24659800,"Mass","Transit"
"Kepler-139 b",7.00000000,3.00000000,-3.00000000,2.94000000,0.57000000,-0.57000000,"Mass","Transit"
"HD 73344 b",10.48000000,,,2.88400000,0.08200000,-0.07200000,"Mass","Transit"
"XO-1 b",263.79890000,41.31790000,-41.31790000,12.77826000,0.78463000,-0.78463000,"Mass","Transit"
"HD 206893 c",3527.89531770,127.13136280,-158.91420350,16.36511182,2.01761653,-0.67253884,"Mass","Imaging"
"TOI-2364 b",71.51139158,13.66662150,-15.57359194,8.60849718,0.25780656,-0.20176165,"Mass","Transit"
"Kepler-30 d",23.10000000,2.70000000,-2.70000000,8.80000000,0.50000000,-0.50000000,"Mass","Transit"
"HD 73344 d",810.46243785,177.98390792,-146.20106722,13.20000000,,,"Mass","Radial Velocity"
"TOI-6692 b",197.05361234,25.42627256,-20.65884645,11.67975789,0.56044903,-0.54924005,"Mass","Transit"
"HD 28109 b",6.20000000,1.60000000,-1.60000000,2.69000000,0.23000000,-0.23000000,"Mass","Transit"
"TOI-5624 d",4.90000000,2.20000000,-2.20000000,3.58400000,0.05100000,-0.05000000,"Mass","Transit"
"K2-18 b",8.92000000,1.70000000,-1.60000000,2.37000000,0.22000000,-0.22000000,"Mass","Transit"
"HATS-18 b",629.14448500,24.15508000,-24.15508000,14.89676100,0.84067500,-0.84067500,"Mass","Transit"
"Kepler-113 b",11.70000000,4.20000000,-4.20000000,1.82000000,0.05000000,-0.05000000,"Mass","Transit"
"CoRoT-25 b",85.81000000,12.71000000,-12.71000000,12.11000000,3.40000000,-1.12000000,"Mass","Transit"
"Kepler-37 b",0.79000000,,,0.30980000,0.00590000,-0.00760000,"Mass","Transit"
"TOI-2431 b",6.20000000,1.60000000,-1.60000000,1.53400000,0.03400000,-0.03300000,"Mass","Transit"
"VHS J125601.92-125723.9 b",5085.25451200,317.82840700,-317.82840700,13.67495645,,,"Mass","Imaging"
"WASP-147 b",87.40325000,8.89924000,-8.58141000,12.49803500,1.56926000,-1.04243700,"Mass","Transit"
"Qatar-4 b",1938.76300000,171.62820000,-171.62820000,12.72221500,1.23299000,-1.23299000,"Mass","Transit"
"HD 125612 d",2281.37230545,296.21607532,-141.43364112,12.70000000,,,"Mass","Radial Velocity"
"Kepler-245 b",146.78000000,,,2.57000000,0.18000000,-0.18000000,"Mass","Transit"
"WASP-4 b",381.39408840,10.17050902,-9.53485221,15.12091496,0.12329879,-0.13450777,"Mass","Transit"
"OGLE-2018-BLG-1269L b",210.00000000,130.00000000,-67.00000000,14.10000000,,,"Mass","Microlensing"
"Kepler-131 c",8.25000000,5.90000000,-5.90000000,0.84000000,0.07000000,-0.07000000,"Mass","Transit"
"Kepler-24 d",293.95900000,,,1.67000000,0.39000000,-0.39000000,"Mass","Transit"
"HD 28254 b",1207.74794660,953.48522100,-699.22249540,13.00000000,,,"Mass","Radial Velocity"
"HATS-40 b",505.34970000,76.27920000,-76.27920000,17.71022000,1.79344000,-1.34508000,"Mass","Transit"
"K2-266 e",14.30000000,6.40000000,-5.00000000,2.73000000,0.14000000,-0.11000000,"Mass","Transit"
"WASP-17 b",247.90740000,73.10090000,-73.10090000,20.96083000,2.69016000,-2.69016000,"Mass","Transit"
"HD 224018 d",4.20000000,1.80000000,-1.60000000,2.40000000,0.10000000,-0.10000000,"Mass","Transit"
"HD 109988 b",6935.33366915,719.88134185,-1320.57703109,12.10000000,,,"Mass","Radial Velocity"
"K2-141 c",8.00000000,,,7.00000000,4.60000000,-2.80000000,"Mass","Transit"
"HD 75898 c",2698.36317543,206.58846455,-200.23189641,12.60000000,,,"Mass","Radial Velocity"
"WASP-155 b",276.82854250,57.20911326,-57.20911326,13.45077684,0.67253884,-0.67253884,"Mass","Transit"
"HATS-35 b",388.38826000,24.79074000,-24.79074000,16.40997600,0.77342100,-0.49319600,"Mass","Transit"
"TOI-912 b",5.10000000,0.50000000,-0.50000000,1.93000000,0.13000000,-0.13000000,"Mass","Transit"
"Kepler-31 d",2161.24400000,,,3.90000000,0.80000000,-0.80000000,"Mass","Transit"
"TOI-4427 b",87.72064033,12.39530787,-13.03096469,13.09208946,0.31385146,-0.31385146,"Mass","Transit"
"TOI-2583 A b",79.45710175,18.43404761,-17.79839079,14.45958510,0.44835923,-0.36989636,"Mass","Transit"
"WASP-140 b",775.50520000,22.24810000,-22.24810000,14.23540549,0.67253884,-0.67253884,"Mass","Transit"
"HAT-P-26 b",22.24810000,6.35660000,-6.35660000,7.06167000,0.44836000,-0.44836000,"Mass","Transit"
"KMT-2021-BLG-0322L b",2034.10180480,839.06699448,-883.56297146,12.70000000,,,"Mass","Microlensing"
"L 98-59 b",0.46000000,0.11000000,-0.11000000,0.83700000,0.01900000,-0.01900000,"Mass","Transit"
"GJ 504 b",1271.30000000,1430.20000000,-317.80000000,12.10569916,0.44835923,-0.33626942,"Mass","Imaging"
"WASP-126 c",64.20000000,24.60000000,-24.60000000,9.38000000,,,"Mass","Transit Timing Variations"
"Kepler-85 c",2.15000000,0.73000000,-0.57000000,1.97800000,0.05600000,-0.05700000,"Mass","Transit"
"TOI-1130 c",336.00000000,2.00000000,-5.00000000,13.00000000,0.40000000,-0.40000000,"Mass","Transit"
"WASP-19 b",366.77398168,24.79061575,-25.42627256,15.86070769,0.49319515,-0.53803107,"Mass","Transit"
"Kepler-223 b",7.40000000,1.30000000,-1.10000000,2.99000000,0.18000000,-0.27000000,"Mass","Transit"
"Gaia-2 b",259.66580852,14.93793513,-14.93793513,14.81827249,0.14571675,-0.14571675,"Mass","Transit"
"HATS-67 b",460.85350000,38.13960000,-38.13960000,18.88716500,0.52682300,-0.52682300,"Mass","Transit"
"KMT-2020-BLG-0202L b",3902.93283796,2342.39535959,-1725.80825001,12.40000000,,,"Mass","Microlensing"
"Kepler-549 b",11.00000000,4.20000000,-3.20000000,2.57000000,0.23000000,-0.17000000,"Mass","Transit"
"55 Cnc b",263.97850000,1.04880000,-1.04880000,13.90000000,,,"Mass","Radial Velocity"
"NY Vir b",730.97800000,95.34500000,-95.34500000,13.30000000,,,"Mass","Eclipse Timing Variations"
"TOI-2447 b",124.90656395,9.85268062,-8.58136699,9.60609646,0.13450777,-0.12329879,"Mass","Transit"
"TOI-4137 b",457.67290608,54.03082919,-47.67426105,13.57407563,0.44835923,-0.43715025,"Mass","Transit"
"Kepler-267 b",37.90000000,21.30000000,-17.90000000,1.98000000,0.09000000,-0.09000000,"Mass","Transit"
"WASP-177 b",161.45764000,12.07754000,-12.07754000,17.71022000,7.39794000,-4.03524000,"Mass","Transit"
"TOI-6034 b",254.00000000,24.00000000,-24.00000000,11.92000000,0.48000000,-0.48000000,"Mass","Transit"
"TOI-1260 b",8.56000000,1.54000000,-1.54000000,2.41000000,0.05000000,-0.05000000,"Mass","Transit"
"TOI-1062 b",10.15000000,0.81000000,-0.84000000,2.26500000,0.09600000,-0.09100000,"Mass","Transit"
"WASP-79 b",270.15414595,25.42627256,-25.42627256,17.14974047,0.44835923,-0.44835923,"Mass","Transit"
"KELT-11 b",65.15482343,5.40308292,-5.40308292,15.13212395,1.12089807,-1.12089807,"Mass","Transit"
"TOI-4463 A b",252.35575516,12.39530787,-12.71313628,13.26022417,0.71737476,-0.50440413,"Mass","Transit"
"Kepler-287 b",83.00000000,50.00000000,-26.00000000,2.33000000,1.06000000,-1.06000000,"Mass","Transit"
"HAT-P-21 b",1547.83210000,498.99310000,-498.99310000,12.44199000,1.79344000,-1.79344000,"Mass","Transit"
"TOI-2145 b",1805.26535176,117.59651059,-108.06165838,12.24020692,0.33626942,-0.31385146,"Mass","Transit"
"Kepler-48 c",14.61000000,2.30000000,-2.30000000,2.71000000,0.14000000,-0.14000000,"Mass","Transit"
"HD 110067 g",8.40000000,,,2.60700000,0.05200000,-0.05200000,"Mass","Transit"
"HIP 35965 b",2589.98368864,1374.29003187,-970.96578339,12.60000000,,,"Mass","Radial Velocity"
"OGLE-2013-BLG-0102L b",4100.00000000,600.00000000,-600.00000000,12.30000000,,,"Mass","Microlensing"
"HD 80913 b",7505.20000290,1142.27529476,-1227.13547943,12.00000000,,,"Mass","Radial Velocity"
"TOI-7510 c",131.00000000,11.00000000,-11.00000000,10.81000000,0.32000000,-0.32000000,"Mass","Transit"
"K2-60 b",135.39558000,11.75971000,-11.75971000,7.65574700,0.41473300,-0.41473300,"Mass","Transit"
"TOI-3135 b",327.36325921,95.34852210,-85.81366989,13.65253849,0.33626942,-0.33626942,"Mass","Transit"
"WASP-174 b",104.88337431,28.92238504,-28.92238504,16.10730527,0.56044903,-0.56044903,"Mass","Transit"
"CD-35 2722 b",9375.93800650,1620.92487570,-1366.66215010,17.37392009,0.56044903,-0.67253884,"Mass","Imaging"
"AU Mic c",14.46000000,3.24000000,-3.42000000,2.79000000,0.18000000,-0.17000000,"Mass","Transit"
"HD 181433 d",858.13669890,540.30829190,-635.65681400,13.20000000,,,"Mass","Radial Velocity"
"HD 213885 b",8.83000000,0.66000000,-0.65000000,1.74500000,0.05100000,-0.05200000,"Mass","Transit"
"HIP 39330 b",530.77343969,60.38739733,-25.42627256,13.50000000,,,"Mass","Radial Velocity"
"OGLE-2016-BLG-1195L b",1.43000000,0.45000000,-0.32000000,1.11000000,,,"Mass","Microlensing"
"MOA-2009-BLG-266L b",10.40000000,1.70000000,-1.70000000,3.21000000,,,"Mass","Microlensing"
"Kepler-177 c",14.70000000,2.70000000,-2.50000000,8.73000000,0.36000000,-0.34000000,"Mass","Transit"
"Kepler-52 c",45.40000000,,,1.84000000,,,"Mass","Transit"
"TOI-1232 b",220.57291446,12.07747947,-12.71313628,10.92875618,0.59407598,-0.58286700,"Mass","Transit"
"TOI-4773 b",1687.66884117,111.23994245,-108.06165838,15.22179579,0.54924005,-0.53803107,"Mass","Transit"
"WASP-22 b",212.94610000,60.38770000,-60.38770000,13.78707000,1.56926000,-1.56926000,"Mass","Transit"
"Kepler-272 b",78.00000000,93.80000000,-66.90000000,1.43000000,0.77000000,-0.77000000,"Mass","Transit"
"Kepler-35 b",40.36300000,6.35600000,-6.35600000,8.16000000,0.15700000,-0.15700000,"Mass","Transit"
"WASP-34 b",177.98480000,54.03110000,-54.03110000,11.20900000,0.89672000,-0.89672000,"Mass","Transit"
"HD 260655 c",3.09000000,0.48000000,-0.48000000,1.53300000,0.05100000,-0.04600000,"Mass","Transit"
"TOI-1685 b",3.07000000,0.34000000,-0.33000000,1.42100000,0.06000000,-0.06000000,"Mass","Transit"
"Kepler-427 b",92.17000000,28.60000000,-28.60000000,13.79000000,2.35000000,-2.35000000,"Mass","Transit"
"TOI-1298 b",99.00000000,6.00000000,-6.00000000,9.65807033,0.19896656,-0.17319735,"Mass","Transit"
"OGLE-2016-BLG-1067L b",140.00000000,67.00000000,-54.00000000,14.30000000,,,"Mass","Microlensing"
"OGLE-2005-BLG-390L b",5.50000000,5.50000000,-2.70000000,2.21000000,,,"Mass","Microlensing"
"OGLE-2014-BLG-0319L b",181.16219199,114.41822652,-98.52680617,14.10000000,,,"Mass","Microlensing"
"TOI-5634 A b",588.00000000,,,10.42000000,0.62000000,-0.55000000,"Mass","Transit"
"Kepler-32 b",1303.00000000,,,2.20000000,0.20000000,-0.20000000,"Mass","Transit"
"TIC 279401253 b",1951.46641898,123.95307873,-133.48793094,11.20898070,0.44835923,-0.44835923,"Mass","Transit"
"HD 17156 b",1036.12060682,34.96112477,-34.96112477,12.26262489,0.34747840,-0.33626942,"Mass","Radial Velocity"
"WASP-124 b",190.69800000,22.24810000,-22.24810000,13.89916000,0.33627000,-0.33627000,"Mass","Transit"
"ITG 15 b",6674.39654700,635.65681400,-953.48522100,12.10000000,,,"Mass","Imaging"
"TOI-4311 b",4.50000000,1.50000000,-1.40000000,1.37600000,0.07700000,-0.08000000,"Mass","Transit"
"TOI-2986 b",96.61983573,21.29450327,-27.33324300,9.29224500,0.25780656,-0.23538859,"Mass","Transit"
"2MASS J22362452+4751425 b",3972.87500000,476.74500000,-476.74500000,12.30000000,,,"Mass","Imaging"
"HAT-P-63 b",195.14664190,7.62788177,-7.62788177,12.54284940,0.36989636,-0.36989636,"Mass","Transit"
"Kepler-328 b",28.50000000,12.90000000,-12.30000000,2.30000000,0.96000000,-0.23000000,"Mass","Transit"
"KMT-2019-BLG-0842L b",10.28000000,5.84000000,-5.28000000,3.19000000,,,"Mass","Microlensing"
"Gaia23braL b",518.06030341,133.48793094,-120.13913785,13.50000000,,,"Mass","Microlensing"
"WASP-107 b",30.51152707,1.58914204,-1.58914204,10.53646000,0.22418000,-0.22418000,"Mass","Transit"
"TOI-5678 b",20.00000000,4.00000000,-4.00000000,4.91000000,0.08000000,-0.08000000,"Mass","Transit"
"HD 217107 c",1388.91013859,41.31769291,-31.78284070,12.90000000,,,"Mass","Radial Velocity"
"KMT-2019-BLG-0371L b",2447.27873390,3604.17413538,-1239.53078730,12.60000000,,,"Mass","Microlensing"
"HD 224018 b",4.10000000,0.80000000,-0.80000000,0.91000000,0.64000000,-0.57000000,"Mass","Radial Velocity"
"tau Boo b",1891.00000000,89.00000000,-89.00000000,12.80000000,,,"Mass","Radial Velocity"
"TOI-2641 b",122.68176510,6.99222495,-11.44182265,18.10250383,5.17854908,-7.17374765,"Mass","Transit"
"HATS-65 b",260.93843000,26.37989000,-26.37989000,16.82470900,0.56045000,-0.56045000,"Mass","Transit"
"HD 190360 c",26.20000000,27.00000000,-4.00000000,5.53000000,,,"Mass","Radial Velocity"
"K2-121 b",51.00000000,11.00000000,-11.00000000,7.16000000,0.12000000,-0.06000000,"Mass","Transit"
"GJ 876 c",226.98460000,1.23950000,-1.23950000,14.00000000,,,"Mass","Radial Velocity"
"MASCARA-1 b",1175.97100000,286.04700000,-286.04700000,17.90074218,0.20176165,-0.21297063,"Mass","Transit"
"TOI-1266 d",3.68000000,1.05000000,-1.11000000,1.74000000,,,"Mass","Transit Timing Variations"
"HAT-P-2 b",2866.81223114,31.78284070,-31.78284070,10.65975900,0.43715100,-0.59407700,"Mass","Transit"
"TOI-4127 b",743.71847238,60.38739733,-54.03082919,12.07000000,0.50000000,-0.49000000,"Mass","Transit"
"HD 136352 c",11.24000000,0.65000000,-0.63000000,2.91600000,0.07500000,-0.07300000,"Mass","Radial Velocity"
"OGLE-2017-BLG-1237L b",1207.74794660,791.39273343,-632.47852993,13.00000000,,,"Mass","Microlensing"
"Kepler-79 d",5.30000000,0.90000000,-0.90000000,7.15000000,0.20000000,-0.20000000,"Mass","Transit"
"CHXR 73 b",3994.48600000,2662.99100000,-1664.36900000,12.30000000,,,"Mass","Imaging"
"WASP-10 b",1001.12000000,41.32000000,-34.96000000,12.10600000,0.22400000,-0.22400000,"Mass","Transit"
"Kepler-1661 b",17.00000000,12.00000000,-12.00000000,3.87000000,0.06000000,-0.06000000,"Mass","Transit"
"TOI-1438 b",9.40000000,1.80000000,-1.80000000,3.04000000,0.19000000,-0.19000000,"Mass","Transit"
"NGTS-17 b",242.82090295,61.97653937,-52.12385875,13.89913607,1.23298788,-1.23298788,"Mass","Transit"
"Kepler-54 d",12.09460000,,,1.53000000,0.08000000,-0.08000000,"Mass","Transit"
"HD 111998 b",1525.57635360,63.56568140,-63.56568140,12.90000000,,,"Mass","Radial Velocity"
"HD 103891 b",918.52409623,298.75870258,-266.97586188,13.20000000,,,"Mass","Radial Velocity"
"MOA-2016-BLG-526L b",14.93793513,6.67439655,-6.67439655,3.97000000,,,"Mass","Microlensing"
"NGTS-5 b",72.78307000,11.75971000,-11.75971000,12.73342400,0.25780700,-0.25780700,"Mass","Transit"
"HD 115404 A c",3279.67133183,468.16124351,-384.25454406,12.50000000,,,"Mass","Radial Velocity"
"Qatar-1 b",411.27202000,16.52716000,-15.57367000,12.81188700,0.29143400,-0.28022500,"Mass","Transit"
"OGLE-2013-BLG-1721L b",200.00000000,110.00000000,-99.00000000,14.10000000,,,"Mass","Microlensing"
"K2-136 c",18.10000000,1.90000000,-1.80000000,3.00000000,0.13000000,-0.13000000,"Mass","Transit"
"Kepler-39 b",6388.10000000,413.20000000,-381.40000000,13.90000000,1.01000000,-1.12000000,"Mass","Transit"
"Kepler-76 b",638.83830000,117.59710000,-111.24050000,15.24424000,1.34508000,-1.34508000,"Mass","Orbital Brightness Modulation"
"GJ 1214 b",8.41000000,0.36000000,-0.35000000,2.73300000,0.03300000,-0.03100000,"Mass","Transit"
"TOI-1468 b",3.04000000,0.46000000,-0.46000000,1.40100000,0.05900000,-0.06000000,"Mass","Transit"
"HD 105618 c",8419.59232984,1379.37528638,-898.50090659,11.90000000,,,"Mass","Radial Velocity"
"WD 1856+534 b",4386.05400000,,,10.40000000,1.00000000,-1.00000000,"Mass","Transit"
